CampaignID,CampaignName,Channel,StartDate,EndDate,TargetAudience,Impressions,Clicks,CTRPct,CPC,Spend,Conversions,ConversionRatePct,Revenue,ROAS,CostPerConversion
MKT-7509,New Product Drop 2023,Instagram Ads,2023-12-23,2024-02-02,45-54,327746,1838,0.56,1.95,3584.1,65,3.56,11924.9,3.33,55.14
MKT-7510,Holiday Promo 2023,Facebook Ads,2023-12-24,2024-01-18,55+,102716,3225,3.14,2.22,7159.5,75,2.34,11165.25,1.56,95.46
MKT-7511,Year-End Clearance 2023,Instagram Ads,2023-12-24,2024-01-18,25-34,462088,4176,0.9,4.16,17372.16,121,2.92,26461.49,1.52,143.57
MKT-7512,Brand Awareness 2023,Facebook Ads,2023-12-26,2024-01-11,25-34,26265,230,0.88,3.22,740.6,12,5.24,1796.04,2.43,61.72
MKT-7513,Year-End Clearance 2023,Facebook Ads,2023-12-27,2024-01-27,18-24,323325,10686,3.31,2.28,24364.08,695,6.51,36466.65,1.5,35.06
MKT-7514,Lead Gen Sprint 2023,Instagram Ads,2023-12-27,2024-02-03,35-44,241588,4248,1.76,0.45,1911.6,344,8.12,43505.68,22.76,5.56
MKT-7515,Back to School 2023,Instagram Ads,2023-12-29,2024-02-08,25-34,20639,578,2.8,3.92,2265.76,31,5.52,2044.14,0.9,73.09
MKT-7516,Flash Sale 2023,LinkedIn Ads,2023-12-30,2024-01-30,55+,311343,7921,2.54,1.12,8871.52,335,4.24,18498.7,2.09,26.48
MKT-7517,Summer Launch 2023,TikTok Ads,2023-12-31,2024-01-08,All Ages,445125,12396,2.78,2.59,32105.64,415,3.35,90100.65,2.81,77.36
MKT-7518,Back to School 2024,Google Ads,2024-01-02,2024-01-12,25-34,246370,6965,2.83,0.36,2507.4,264,3.8,56361.36,22.48,9.5
MKT-7519,Year-End Clearance 2024,Instagram Ads,2024-01-02,2024-01-29,18-24,62276,2799,4.49,1.35,3778.65,133,4.76,11818.38,3.13,28.41
MKT-7520,Back to School 2024,LinkedIn Ads,2024-01-02,2024-01-15,55+,133785,3881,2.9,1.6,6209.6,136,3.52,7167.2,1.15,45.66
MKT-7521,Retargeting Push 2024,Facebook Ads,2024-01-03,2024-01-10,45-54,466921,9996,2.14,0.35,3498.6,224,2.25,11188.8,3.2,15.62
MKT-7522,Holiday Promo 2024,TikTok Ads,2024-01-03,2024-01-12,35-44,81222,947,1.17,3.49,3305.03,27,2.91,4437.72,1.34,122.41
MKT-7523,Summer Launch 2024,LinkedIn Ads,2024-01-03,2024-02-02,18-24,187775,3517,1.87,0.8,2813.6,244,6.94,6893.0,2.45,11.53
MKT-7524,Lead Gen Sprint 2024,TikTok Ads,2024-01-04,2024-02-18,25-34,51482,430,0.84,1.09,468.7,31,7.32,5579.69,11.9,15.12
MKT-7525,Holiday Promo 2024,TikTok Ads,2024-01-04,2024-01-23,35-44,488121,5707,1.17,3.5,19974.5,382,6.7,33826.1,1.69,52.29
MKT-7526,New Product Drop 2024,Google Ads,2024-01-05,2024-01-27,All Ages,51098,648,1.27,0.96,622.08,27,4.3,3797.01,6.1,23.04
MKT-7527,Back to School 2024,Google Ads,2024-01-05,2024-01-13,45-54,145440,2560,1.76,3.63,9292.8,36,1.41,1666.8,0.18,258.13
MKT-7528,Summer Launch 2024,Facebook Ads,2024-01-06,2024-02-04,45-54,430392,6947,1.61,0.59,4098.73,580,8.36,42815.6,10.45,7.07
MKT-7529,Holiday Promo 2024,Facebook Ads,2024-01-06,2024-02-13,25-34,270437,3287,1.22,2.96,9729.52,178,5.43,26206.94,2.69,54.66
MKT-7530,Holiday Promo 2024,TikTok Ads,2024-01-07,2024-02-04,All Ages,165319,4307,2.61,3.33,14342.31,329,7.65,44062.97,3.07,43.59
MKT-7531,Spring Sale 2024,TikTok Ads,2024-01-08,2024-02-16,All Ages,66473,716,1.08,3.01,2155.16,8,1.23,1521.12,0.71,269.39
MKT-7532,Flash Sale 2024,TikTok Ads,2024-01-08,2024-01-17,45-54,434907,2637,0.61,1.46,3850.02,37,1.42,1931.03,0.5,104.05
MKT-7533,Holiday Promo 2024,Facebook Ads,2024-01-08,2024-02-11,All Ages,115739,993,0.86,2.48,2462.64,51,5.21,1391.28,0.56,48.29
MKT-7534,Retargeting Push 2024,LinkedIn Ads,2024-01-10,2024-01-27,55+,181557,4710,2.59,0.49,2307.9,376,7.99,31700.56,13.74,6.14
MKT-7535,Brand Awareness 2024,Google Ads,2024-01-10,2024-01-27,35-44,105527,4705,4.46,1.58,7433.9,301,6.41,28456.54,3.83,24.7
MKT-7536,Back to School 2024,Facebook Ads,2024-01-10,2024-02-19,18-24,235030,4298,1.83,4.17,17922.66,296,6.9,24887.68,1.39,60.55
MKT-7537,Back to School 2024,Google Ads,2024-01-10,2024-02-21,18-24,265959,1852,0.7,2.65,4907.8,22,1.21,3545.52,0.72,223.08
MKT-7538,Year-End Clearance 2024,Facebook Ads,2024-01-12,2024-02-07,All Ages,327322,3012,0.92,1.92,5783.04,204,6.8,32862.36,5.68,28.35
MKT-7539,Summer Launch 2024,Facebook Ads,2024-01-12,2024-02-07,35-44,458530,7217,1.57,3.51,25331.67,205,2.84,21910.4,0.86,123.57
MKT-7540,New Product Drop 2024,Facebook Ads,2024-01-13,2024-02-08,55+,419857,12049,2.87,0.64,7711.36,1043,8.66,27879.39,3.62,7.39
MKT-7541,Brand Awareness 2024,TikTok Ads,2024-01-14,2024-02-04,35-44,119048,4857,4.08,3.03,14716.71,346,7.14,34856.04,2.37,42.53
MKT-7542,Summer Launch 2024,Instagram Ads,2024-01-15,2024-02-29,55+,333909,14356,4.3,3.46,49671.76,1244,8.67,226457.76,4.56,39.93
MKT-7543,Lead Gen Sprint 2024,Facebook Ads,2024-01-15,2024-02-05,55+,175457,2343,1.34,1.37,3209.91,201,8.58,35082.54,10.93,15.97
MKT-7544,Back to School 2024,Instagram Ads,2024-01-16,2024-02-20,45-54,267847,8990,3.36,3.29,29577.1,776,8.64,80804.88,2.73,38.11
MKT-7545,Year-End Clearance 2024,Google Ads,2024-01-16,2024-02-24,45-54,347210,2989,0.86,3.98,11896.22,171,5.72,18575.73,1.56,69.57
MKT-7546,New Product Drop 2024,TikTok Ads,2024-01-16,2024-02-15,18-24,149644,5082,3.4,2.03,10316.46,148,2.92,30522.04,2.96,69.71
MKT-7547,Brand Awareness 2024,Google Ads,2024-01-17,2024-02-08,All Ages,278473,4964,1.78,3.29,16331.56,99,1.99,12110.67,0.74,164.97
MKT-7548,Spring Sale 2024,Facebook Ads,2024-01-18,2024-02-07,55+,298856,11415,3.82,1.78,20318.7,429,3.76,32775.6,1.61,47.36
MKT-7549,New Product Drop 2024,Facebook Ads,2024-01-18,2024-02-07,45-54,428240,11984,2.8,2.64,31637.76,416,3.48,53214.72,1.68,76.05
MKT-7550,Retargeting Push 2024,Facebook Ads,2024-01-19,2024-02-17,25-34,370883,13775,3.71,1.78,24519.5,254,1.85,50835.56,2.07,96.53
MKT-7551,Retargeting Push 2024,Google Ads,2024-01-19,2024-02-16,45-54,33685,410,1.22,1.82,746.2,26,6.38,1908.92,2.56,28.7
MKT-7552,Back to School 2024,LinkedIn Ads,2024-01-20,2024-02-21,All Ages,275829,5966,2.16,4.02,23983.32,121,2.04,15155.25,0.63,198.21
MKT-7553,Spring Sale 2024,LinkedIn Ads,2024-01-20,2024-02-27,18-24,153180,2933,1.92,0.9,2639.7,67,2.32,9162.92,3.47,39.4
MKT-7554,Lead Gen Sprint 2024,Google Ads,2024-01-21,2024-02-17,55+,298202,12683,4.25,2.74,34751.42,503,3.97,104669.27,3.01,69.09
MKT-7555,New Product Drop 2024,Google Ads,2024-01-22,2024-02-27,25-34,411468,10855,2.64,0.69,7489.95,683,6.3,34962.77,4.67,10.97
MKT-7556,Flash Sale 2024,Google Ads,2024-01-22,2024-03-03,55+,126025,4019,3.19,2.63,10569.97,152,3.78,19500.08,1.84,69.54
MKT-7557,Summer Launch 2024,Google Ads,2024-01-22,2024-01-31,55+,122405,2177,1.78,1.87,4070.99,158,7.29,4305.5,1.06,25.77
MKT-7558,Back to School 2024,Google Ads,2024-01-22,2024-02-25,55+,274606,6472,2.36,3.95,25564.4,217,3.36,36254.19,1.42,117.81
MKT-7559,Holiday Promo 2024,LinkedIn Ads,2024-01-22,2024-02-13,45-54,300290,8051,2.68,3.43,27614.93,267,3.32,9032.61,0.33,103.43
MKT-7560,Retargeting Push 2024,Facebook Ads,2024-01-23,2024-02-24,All Ages,251440,5725,2.28,0.86,4923.5,171,2.99,20290.86,4.12,28.79
MKT-7561,Brand Awareness 2024,TikTok Ads,2024-01-24,2024-02-20,45-54,98917,3198,3.23,3.43,10969.14,158,4.96,24864.46,2.27,69.42
MKT-7562,Back to School 2024,Google Ads,2024-01-25,2024-02-11,55+,31070,727,2.34,1.29,937.83,50,6.96,8971.0,9.57,18.76
MKT-7563,Brand Awareness 2024,LinkedIn Ads,2024-01-25,2024-02-10,18-24,240160,5664,2.36,1.62,9175.68,438,7.75,19745.04,2.15,20.95
MKT-7564,Retargeting Push 2024,Google Ads,2024-01-25,2024-02-08,18-24,379850,10958,2.88,2.99,32764.42,353,3.22,18183.03,0.55,92.82
MKT-7565,Flash Sale 2024,Facebook Ads,2024-01-25,2024-03-03,25-34,137370,819,0.6,1.21,990.99,8,1.02,745.84,0.75,123.87
MKT-7566,Year-End Clearance 2024,LinkedIn Ads,2024-01-27,2024-02-16,45-54,468176,5118,1.09,0.73,3736.14,421,8.24,74790.65,20.02,8.87
MKT-7567,Back to School 2024,TikTok Ads,2024-01-27,2024-02-26,55+,483671,8971,1.85,1.45,13007.95,530,5.91,111119.8,8.54,24.54
MKT-7568,Retargeting Push 2024,Instagram Ads,2024-01-28,2024-02-19,All Ages,425266,13779,3.24,1.02,14054.58,1133,8.22,206761.17,14.71,12.4
MKT-7569,New Product Drop 2024,Facebook Ads,2024-01-28,2024-02-15,All Ages,437554,7492,1.71,4.17,31241.64,255,3.41,14073.45,0.45,122.52
MKT-7570,Summer Launch 2024,Instagram Ads,2024-01-29,2024-03-14,25-34,422738,16804,3.98,2.2,36968.8,1325,7.89,69019.25,1.87,27.9
MKT-7571,Back to School 2024,LinkedIn Ads,2024-01-30,2024-03-10,All Ages,328550,12082,3.68,3.75,45307.5,461,3.82,22178.71,0.49,98.28
MKT-7572,Flash Sale 2024,Google Ads,2024-01-31,2024-02-20,45-54,336296,14970,4.45,2.6,38922.0,1325,8.85,252333.0,6.48,29.38
MKT-7573,Spring Sale 2024,LinkedIn Ads,2024-02-02,2024-03-14,45-54,61989,2538,4.09,2.02,5126.76,65,2.57,11411.4,2.23,78.87
MKT-7574,Back to School 2024,Google Ads,2024-02-02,2024-03-02,45-54,475237,6304,1.33,1.37,8636.48,276,4.38,13388.76,1.55,31.29
MKT-7575,Lead Gen Sprint 2024,Facebook Ads,2024-02-02,2024-03-08,55+,122383,1395,1.14,1.14,1590.3,72,5.23,13596.48,8.55,22.09
MKT-7576,Holiday Promo 2024,Facebook Ads,2024-02-03,2024-02-17,All Ages,139712,5987,4.29,1.82,10896.34,296,4.96,32071.6,2.94,36.81
MKT-7577,Summer Launch 2024,Google Ads,2024-02-03,2024-03-09,55+,452008,5160,1.14,0.45,2322.0,357,6.93,9724.68,4.19,6.5
MKT-7578,Year-End Clearance 2024,LinkedIn Ads,2024-02-04,2024-02-23,18-24,272306,5768,2.12,4.01,23129.68,215,3.73,30929.9,1.34,107.58
MKT-7579,Spring Sale 2024,Instagram Ads,2024-02-06,2024-02-20,35-44,227479,2885,1.27,2.62,7558.7,151,5.25,26459.73,3.5,50.06
MKT-7580,Back to School 2024,Google Ads,2024-02-06,2024-03-14,45-54,202289,1433,0.71,1.88,2694.04,120,8.4,3948.0,1.47,22.45
MKT-7581,Year-End Clearance 2024,TikTok Ads,2024-02-09,2024-03-18,18-24,178914,2497,1.4,0.78,1947.66,184,7.41,11803.6,6.06,10.59
MKT-7582,Year-End Clearance 2024,LinkedIn Ads,2024-02-09,2024-03-16,All Ages,365619,12111,3.31,2.85,34516.35,513,4.24,27568.62,0.8,67.28
MKT-7583,Lead Gen Sprint 2024,Facebook Ads,2024-02-09,2024-03-23,All Ages,142753,3712,2.6,2.97,11024.64,122,3.3,7933.66,0.72,90.37
MKT-7584,New Product Drop 2024,Facebook Ads,2024-02-10,2024-03-02,All Ages,151482,4688,3.09,4.04,18939.52,200,4.28,32208.0,1.7,94.7
MKT-7585,Year-End Clearance 2024,Instagram Ads,2024-02-11,2024-02-20,55+,114704,788,0.69,3.8,2994.4,62,7.97,13481.28,4.5,48.3
MKT-7586,Brand Awareness 2024,Instagram Ads,2024-02-11,2024-03-09,18-24,318594,4578,1.44,0.99,4532.22,355,7.77,16823.45,3.71,12.77
MKT-7587,Flash Sale 2024,Instagram Ads,2024-02-12,2024-03-10,55+,398262,13293,3.34,2.66,35359.38,686,5.17,128240.84,3.63,51.54
MKT-7588,Year-End Clearance 2024,TikTok Ads,2024-02-12,2024-03-23,18-24,23908,724,3.03,2.52,1824.48,63,8.7,8493.03,4.66,28.96
MKT-7589,Summer Launch 2024,Instagram Ads,2024-02-12,2024-03-02,35-44,11487,193,1.68,0.35,67.55,10,5.39,2176.7,32.22,6.75
MKT-7590,Holiday Promo 2024,Google Ads,2024-02-13,2024-03-29,45-54,441465,16199,3.67,0.5,8099.5,1363,8.42,154823.17,19.12,5.94
MKT-7591,Summer Launch 2024,Instagram Ads,2024-02-15,2024-02-24,45-54,340371,9548,2.81,1.92,18332.16,505,5.3,49187.0,2.68,36.3
MKT-7592,Spring Sale 2024,Facebook Ads,2024-02-15,2024-03-24,45-54,320987,6721,2.09,1.82,12232.22,387,5.77,55998.9,4.58,31.61
MKT-7593,Year-End Clearance 2024,Google Ads,2024-02-16,2024-03-28,All Ages,314641,11157,3.55,3.38,37710.66,499,4.48,81287.1,2.16,75.57
MKT-7594,Retargeting Push 2024,LinkedIn Ads,2024-02-16,2024-03-24,55+,455928,17399,3.82,1.05,18268.95,1336,7.68,39625.76,2.17,13.67
MKT-7595,Spring Sale 2024,Facebook Ads,2024-02-17,2024-03-31,25-34,229870,3880,1.69,3.44,13347.2,197,5.08,6445.84,0.48,67.75
MKT-7596,Spring Sale 2024,Google Ads,2024-02-17,2024-03-23,18-24,132320,3150,2.38,1.45,4567.5,91,2.91,16601.13,3.63,50.19
MKT-7597,New Product Drop 2024,LinkedIn Ads,2024-02-18,2024-03-05,35-44,345825,8611,2.49,1.08,9299.88,369,4.3,62039.97,6.67,25.2
MKT-7598,Retargeting Push 2024,Facebook Ads,2024-02-19,2024-03-15,25-34,220917,7766,3.52,0.91,7067.06,694,8.94,114732.08,16.23,10.18
MKT-7599,Back to School 2024,Facebook Ads,2024-02-19,2024-03-07,45-54,215615,8664,4.02,1.73,14988.72,152,1.76,28148.88,1.88,98.61
MKT-7600,Brand Awareness 2024,Facebook Ads,2024-02-20,2024-02-27,All Ages,29060,1168,4.02,3.24,3784.32,100,8.63,16954.0,4.48,37.84
MKT-7601,Back to School 2024,Instagram Ads,2024-02-20,2024-03-24,45-54,466804,8015,1.72,1.26,10098.9,502,6.28,58774.16,5.82,20.12
MKT-7602,Flash Sale 2024,TikTok Ads,2024-02-21,2024-03-19,25-34,301691,11310,3.75,3.85,43543.5,729,6.45,139136.94,3.2,59.73
MKT-7603,Spring Sale 2024,TikTok Ads,2024-02-21,2024-03-12,All Ages,472495,15025,3.18,0.83,12470.75,675,4.49,134007.75,10.75,18.48
MKT-7604,Retargeting Push 2024,Facebook Ads,2024-02-22,2024-03-17,All Ages,7551,285,3.79,2.27,646.95,8,3.13,1262.16,1.95,80.87
MKT-7605,Retargeting Push 2024,Google Ads,2024-02-23,2024-04-07,35-44,82742,2952,3.57,0.77,2273.04,101,3.45,20156.57,8.87,22.51
MKT-7606,Brand Awareness 2024,Facebook Ads,2024-02-23,2024-04-03,35-44,181361,3278,1.81,0.57,1868.46,238,7.27,35050.26,18.76,7.85
MKT-7607,Brand Awareness 2024,TikTok Ads,2024-02-24,2024-04-07,18-24,95067,853,0.9,0.82,699.46,73,8.67,10887.95,15.57,9.58
MKT-7608,Spring Sale 2024,TikTok Ads,2024-02-25,2024-03-07,18-24,414255,10598,2.56,1.98,20984.04,299,2.82,46084.87,2.2,70.18
MKT-7609,Brand Awareness 2024,TikTok Ads,2024-02-25,2024-03-07,All Ages,465174,9458,2.03,2.31,21847.98,485,5.13,72376.55,3.31,45.05
MKT-7610,Spring Sale 2024,Google Ads,2024-02-27,2024-03-20,55+,446638,5602,1.25,3.0,16806.0,145,2.59,8114.2,0.48,115.9
MKT-7611,Spring Sale 2024,Instagram Ads,2024-02-27,2024-03-28,45-54,408381,4266,1.04,2.06,8787.96,342,8.03,26812.8,3.05,25.7
MKT-7612,Lead Gen Sprint 2024,Facebook Ads,2024-02-28,2024-03-18,55+,253149,8097,3.2,2.14,17327.58,325,4.02,28860.0,1.67,53.32
MKT-7613,New Product Drop 2024,Facebook Ads,2024-02-29,2024-03-22,45-54,283805,7351,2.59,3.02,22200.02,373,5.08,14323.2,0.65,59.52
MKT-7614,Back to School 2024,Facebook Ads,2024-02-29,2024-04-11,55+,447733,6610,1.48,1.83,12096.3,374,5.66,75050.58,6.2,32.34
MKT-7615,Year-End Clearance 2024,Instagram Ads,2024-02-29,2024-03-19,55+,275289,4101,1.49,2.51,10293.51,232,5.67,28552.24,2.77,44.37
MKT-7616,Spring Sale 2024,Facebook Ads,2024-03-01,2024-03-18,35-44,323473,4501,1.39,2.64,11882.64,119,2.65,6636.63,0.56,99.85
MKT-7617,Year-End Clearance 2024,Facebook Ads,2024-03-02,2024-03-13,45-54,311152,11756,3.78,3.43,40323.08,854,7.27,92795.64,2.3,47.22
MKT-7618,Brand Awareness 2024,Google Ads,2024-03-02,2024-03-20,25-34,244210,8628,3.53,1.79,15444.12,569,6.61,16808.26,1.09,27.14
MKT-7619,Retargeting Push 2024,Facebook Ads,2024-03-04,2024-03-30,25-34,21327,239,1.12,4.06,970.34,5,2.51,911.95,0.94,194.07
MKT-7620,Retargeting Push 2024,Google Ads,2024-03-06,2024-03-28,45-54,268881,9290,3.46,1.69,15700.1,556,5.99,80475.44,5.13,28.24
MKT-7621,Flash Sale 2024,Google Ads,2024-03-07,2024-04-08,45-54,349565,8428,2.41,1.86,15676.08,254,3.02,30050.74,1.92,61.72
MKT-7622,Holiday Promo 2024,Facebook Ads,2024-03-07,2024-04-13,35-44,370296,14567,3.93,0.53,7720.51,349,2.4,63046.85,8.17,22.12
MKT-7623,Brand Awareness 2024,TikTok Ads,2024-03-07,2024-04-04,25-34,135580,3648,2.69,3.31,12074.88,71,1.96,4820.19,0.4,170.07
MKT-7624,Summer Launch 2024,LinkedIn Ads,2024-03-07,2024-03-29,18-24,380172,2444,0.64,2.61,6378.84,57,2.34,4296.66,0.67,111.91
MKT-7625,New Product Drop 2024,Instagram Ads,2024-03-07,2024-03-14,All Ages,365140,5222,1.43,2.16,11279.52,274,5.27,34370.56,3.05,41.17
MKT-7626,Year-End Clearance 2024,TikTok Ads,2024-03-08,2024-04-07,25-34,13804,146,1.06,0.5,73.0,2,1.77,330.48,4.53,36.5
MKT-7627,Lead Gen Sprint 2024,Google Ads,2024-03-08,2024-03-21,18-24,184930,6922,3.74,1.31,9067.82,610,8.82,77811.6,8.58,14.87
MKT-7628,New Product Drop 2024,TikTok Ads,2024-03-08,2024-04-14,45-54,489615,6543,1.34,2.12,13871.16,417,6.39,59430.84,4.28,33.26
MKT-7629,New Product Drop 2024,TikTok Ads,2024-03-09,2024-03-20,All Ages,202442,3948,1.95,4.17,16463.16,150,3.81,6160.5,0.37,109.75
MKT-7630,Retargeting Push 2024,Facebook Ads,2024-03-09,2024-03-18,25-34,360125,12937,3.59,0.96,12419.52,959,7.41,135995.79,10.95,12.95
MKT-7631,Year-End Clearance 2024,Google Ads,2024-03-10,2024-04-16,35-44,444129,17050,3.84,2.61,44500.5,710,4.17,137590.9,3.09,62.68
MKT-7632,Brand Awareness 2024,TikTok Ads,2024-03-12,2024-04-15,18-24,299582,6810,2.27,4.02,27376.2,69,1.02,3235.41,0.12,396.76
MKT-7633,Summer Launch 2024,Facebook Ads,2024-03-16,2024-04-02,45-54,201986,8360,4.14,1.89,15800.4,173,2.07,33840.53,2.14,91.33
MKT-7634,Spring Sale 2024,LinkedIn Ads,2024-03-16,2024-04-05,18-24,472783,12821,2.71,2.85,36539.85,548,4.28,17914.12,0.49,66.68
MKT-7635,Summer Launch 2024,LinkedIn Ads,2024-03-17,2024-04-18,18-24,247445,2298,0.93,1.63,3745.74,84,3.69,3094.56,0.83,44.59
MKT-7636,Lead Gen Sprint 2024,LinkedIn Ads,2024-03-17,2024-04-17,35-44,7398,107,1.45,2.26,241.82,8,8.19,1555.28,6.43,30.23
MKT-7637,Retargeting Push 2024,Google Ads,2024-03-17,2024-03-24,25-34,296177,10645,3.59,0.56,5961.2,943,8.86,23744.74,3.98,6.32
MKT-7638,New Product Drop 2024,LinkedIn Ads,2024-03-17,2024-04-17,45-54,401178,3760,0.94,0.72,2707.2,154,4.12,14375.9,5.31,17.58
MKT-7639,Retargeting Push 2024,LinkedIn Ads,2024-03-17,2024-04-30,55+,412466,12120,2.94,2.12,25694.4,598,4.94,109093.14,4.25,42.97
MKT-7640,New Product Drop 2024,TikTok Ads,2024-03-18,2024-04-30,25-34,485986,9323,1.92,3.83,35707.09,826,8.86,181538.28,5.08,43.23
MKT-7641,Lead Gen Sprint 2024,Facebook Ads,2024-03-18,2024-03-28,35-44,401356,11315,2.82,2.22,25119.3,927,8.2,53849.43,2.14,27.1
MKT-7642,Holiday Promo 2024,Google Ads,2024-03-18,2024-04-28,55+,415421,2806,0.68,3.54,9933.24,116,4.15,9150.08,0.92,85.63
MKT-7643,Holiday Promo 2024,Facebook Ads,2024-03-18,2024-05-02,All Ages,230690,9902,4.29,2.97,29408.94,542,5.48,98009.86,3.33,54.26
MKT-7644,Lead Gen Sprint 2024,Instagram Ads,2024-03-19,2024-04-20,25-34,451657,19758,4.37,0.6,11854.8,757,3.83,98833.92,8.34,15.66
MKT-7645,Flash Sale 2024,Google Ads,2024-03-19,2024-03-27,All Ages,51286,1707,3.33,2.0,3414.0,136,8.01,9685.92,2.84,25.1
MKT-7646,Brand Awareness 2024,Instagram Ads,2024-03-20,2024-04-14,25-34,91778,3382,3.69,2.94,9943.08,187,5.56,14329.81,1.44,53.17
MKT-7647,Flash Sale 2024,Instagram Ads,2024-03-21,2024-04-29,25-34,9054,251,2.78,3.19,800.69,14,5.9,1477.98,1.85,57.19
MKT-7648,Year-End Clearance 2024,Google Ads,2024-03-21,2024-04-05,All Ages,102253,3900,3.81,3.48,13572.0,287,7.38,55844.46,4.11,47.29
MKT-7649,Holiday Promo 2024,TikTok Ads,2024-03-21,2024-05-05,35-44,54768,2034,3.71,3.6,7322.4,88,4.33,16358.32,2.23,83.21
MKT-7650,Holiday Promo 2024,TikTok Ads,2024-03-22,2024-05-01,45-54,133342,1102,0.83,2.59,2854.18,47,4.3,9784.46,3.43,60.73
MKT-7651,Back to School 2024,Google Ads,2024-03-24,2024-05-03,25-34,229314,4424,1.93,1.51,6680.24,109,2.48,23445.9,3.51,61.29
MKT-7652,Lead Gen Sprint 2024,TikTok Ads,2024-03-24,2024-04-19,45-54,495390,10898,2.2,4.16,45335.68,555,5.1,39199.65,0.86,81.69
MKT-7653,Year-End Clearance 2024,Instagram Ads,2024-03-26,2024-04-07,55+,377751,4061,1.08,1.86,7553.46,239,5.9,25955.4,3.44,31.6
MKT-7654,Spring Sale 2024,Facebook Ads,2024-03-27,2024-05-04,45-54,388686,11591,2.98,1.49,17270.59,394,3.4,20688.94,1.2,43.83
MKT-7655,Lead Gen Sprint 2024,Google Ads,2024-03-27,2024-05-07,All Ages,422170,3734,0.88,1.89,7057.26,85,2.3,11414.65,1.62,83.03
MKT-7656,Holiday Promo 2024,Google Ads,2024-03-29,2024-05-13,45-54,127109,4431,3.49,2.09,9260.79,382,8.62,13339.44,1.44,24.24
MKT-7657,New Product Drop 2024,TikTok Ads,2024-03-30,2024-04-27,All Ages,202139,4995,2.47,1.21,6043.95,320,6.43,33414.4,5.53,18.89
MKT-7658,Year-End Clearance 2024,Facebook Ads,2024-04-01,2024-04-24,All Ages,62556,2375,3.8,2.01,4773.75,26,1.13,1014.26,0.21,183.61
MKT-7659,Brand Awareness 2024,Facebook Ads,2024-04-01,2024-04-20,45-54,282591,5407,1.91,2.91,15734.37,354,6.55,41354.28,2.63,44.45
MKT-7660,Summer Launch 2024,TikTok Ads,2024-04-03,2024-04-14,35-44,485138,19927,4.11,3.53,70342.31,1297,6.51,248570.05,3.53,54.23
MKT-7661,Retargeting Push 2024,Google Ads,2024-04-03,2024-05-11,35-44,240786,8652,3.59,2.39,20678.28,344,3.98,21854.32,1.06,60.11
MKT-7662,Flash Sale 2024,Facebook Ads,2024-04-05,2024-05-08,All Ages,168329,5251,3.12,1.25,6563.75,245,4.67,47130.65,7.18,26.79
MKT-7663,Flash Sale 2024,TikTok Ads,2024-04-05,2024-04-13,25-34,172253,4871,2.83,2.28,11105.88,365,7.5,52070.9,4.69,30.43
MKT-7664,Back to School 2024,Facebook Ads,2024-04-05,2024-05-04,18-24,52645,552,1.05,0.67,369.84,25,4.6,684.25,1.85,14.79
MKT-7665,Spring Sale 2024,Facebook Ads,2024-04-05,2024-04-20,18-24,429062,17848,4.16,3.28,58541.44,369,2.07,73298.16,1.25,158.65
MKT-7666,Spring Sale 2024,LinkedIn Ads,2024-04-07,2024-05-06,25-34,303835,6988,2.3,1.75,12229.0,323,4.63,22309.61,1.82,37.86
MKT-7667,Holiday Promo 2024,TikTok Ads,2024-04-08,2024-05-18,All Ages,446186,12027,2.7,3.19,38366.13,835,6.95,129057.6,3.36,45.95
MKT-7668,Summer Launch 2024,TikTok Ads,2024-04-08,2024-05-03,25-34,484506,16662,3.44,3.76,62649.12,417,2.51,35649.33,0.57,150.24
MKT-7669,New Product Drop 2024,LinkedIn Ads,2024-04-09,2024-05-19,18-24,478860,11249,2.35,1.03,11586.47,909,8.09,31151.43,2.69,12.75
MKT-7670,Year-End Clearance 2024,Google Ads,2024-04-10,2024-04-29,18-24,32040,1173,3.66,3.74,4387.02,100,8.58,11575.0,2.64,43.87
MKT-7671,New Product Drop 2024,Google Ads,2024-04-12,2024-05-07,55+,476062,7864,1.65,1.69,13290.16,647,8.23,29736.12,2.24,20.54
MKT-7672,Back to School 2024,LinkedIn Ads,2024-04-13,2024-04-26,25-34,332728,14830,4.46,3.26,48345.8,634,4.28,136905.96,2.83,76.26
MKT-7673,New Product Drop 2024,Instagram Ads,2024-04-14,2024-05-05,35-44,226278,2964,1.31,1.65,4890.6,180,6.1,9018.0,1.84,27.17
MKT-7674,Brand Awareness 2024,LinkedIn Ads,2024-04-14,2024-05-02,45-54,433172,9494,2.19,3.13,29716.22,496,5.23,67599.84,2.27,59.91
MKT-7675,Lead Gen Sprint 2024,Google Ads,2024-04-15,2024-05-13,25-34,24113,719,2.98,1.19,855.61,59,8.21,7123.66,8.33,14.5
MKT-7676,Holiday Promo 2024,LinkedIn Ads,2024-04-15,2024-05-16,25-34,68635,1113,1.62,2.76,3071.88,33,3.03,5102.46,1.66,93.09
MKT-7677,Retargeting Push 2024,LinkedIn Ads,2024-04-15,2024-04-22,All Ages,420183,2441,0.58,2.44,5956.04,62,2.56,12609.56,2.12,96.07
MKT-7678,New Product Drop 2024,Facebook Ads,2024-04-15,2024-05-28,55+,201369,6257,3.11,1.22,7633.54,291,4.66,46920.84,6.15,26.23
MKT-7679,Brand Awareness 2024,Instagram Ads,2024-04-16,2024-05-28,55+,374817,4425,1.18,1.46,6460.5,169,3.82,36397.53,5.63,38.23
